,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
4644,DB71122,California,3515.83,No,Extended,Doctor,1/31/11,Medical Leave,F,15144,Urban,Married,90,2.0,71,0,1,Personal Auto,Personal L2,Offer3,Agent,372.65,Four-Door Car,Medsize,A
4645,XO17798,Washington,5827.48,No,Basic,High School or Below,2/6/11,Employed,M,45794,Suburban,Married,74,3.0,38,0,5,Personal Auto,Personal L1,Offer2,Agent,449.63,Four-Door Car,Small,
4648,MQ15074,Washington,2499.5,No,Basic,High School or Below,2/1/11,Employed,M,28082,Suburban,Married,64,9.0,63,0,1,Personal Auto,Personal L2,Offer2,Branch,578.5,,,
4649,TF64196,California,5862.8,No,Basic,College,1/11/11,Employed,F,75121,Rural,Married,73,12.0,22,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,171.23,Two-Door Car,Small,
4651,RP27249,Oregon,4698.88,No,Basic,Master,1/11/11,Employed,F,80358,Urban,Married,116,19.0,2,0,1,Personal Auto,Personal L3,Offer4,Agent,443.64,SUV,Large,
4652,GU65780,California,5635.4,No,Basic,Doctor,1/20/11,Employed,M,70837,Suburban,Married,73,7.0,19,4,3,Personal Auto,Personal L3,Offer2,Agent,362.74,Four-Door Car,Small,
4653,AI85843,Arizona,6756.65,No,Extended,Master,1/6/11,Employed,F,33288,Urban,Married,86,1.0,27,2,9,Personal Auto,Personal L3,Offer1,Branch,221.86,Four-Door Car,Medsize,A
4654,XL66550,Oregon,7769.84,No,Basic,Bachelor,1/17/11,Employed,M,74365,Suburban,Divorced,193,11.0,85,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,926.4,Luxury Car,Small,A
4655,VH43367,California,2506.02,No,Basic,High School or Below,2/21/11,Employed,F,61402,Suburban,Married,63,14.0,56,2,1,Special Auto,Special L1,Offer1,Agent,302.4,Four-Door Car,Medsize,A
4656,VI14418,California,7614.67,No,Premium,Bachelor,2/9/11,Medical Leave,M,16707,Suburban,Divorced,102,9.0,74,0,8,Special Auto,Special L3,Offer3,Web,1106.91,Four-Door Car,Medsize,
4658,BY88565,California,5219.75,No,Basic,College,2/23/11,Employed,F,48203,Suburban,Divorced,66,20.0,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.24,,,
4660,OU24549,Nevada,8516.75,No,Basic,Bachelor,2/19/11,Employed,M,37573,Suburban,Married,112,3.0,21,3,3,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Medsize,A
4661,KA98111,Washington,2513.12,No,Basic,Bachelor,2/14/11,Employed,M,22475,Suburban,Married,64,25.0,40,1,1,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Large,
4662,UO54843,,5372.35,,Basic,Bachelor,2/13/11,Employed,M,70286,Rural,Married,67,16.0,66,0,3,Corporate Auto,Corporate L3,Offer2,Web,130.14,Four-Door Car,Medsize,
4663,BO92934,California,10387.25,No,Extended,High School or Below,2/16/11,Disabled,M,24392,Suburban,Married,93,2.0,63,0,2,Personal Auto,Personal L1,Offer2,Agent,446.4,Four-Door Car,Small,
4664,HO92982,California,8405.75,No,Basic,High School or Below,1/30/11,Employed,M,85355,Suburban,Married,71,34.0,47,2,2,Personal Auto,Personal L2,Offer2,Call Center,458.57,Two-Door Car,Small,A
4665,JW21133,California,6480.1,No,Extended,Bachelor,2/10/11,Medical Leave,M,18820,Suburban,Married,95,3.0,51,4,8,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Small,
4666,TC69546,Arizona,14376.55,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,179,11.0,43,0,3,Personal Auto,Personal L3,Offer4,Branch,253.51,SUV,Medsize,A
4667,LL45497,Washington,2487.73,No,Basic,College,2/2/11,Employed,F,67282,Suburban,Married,62,29.0,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize,A
4668,JI94264,Arizona,10053.55,No,Extended,College,2/28/11,Disabled,M,16511,Suburban,Single,135,35.0,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972.0,SUV,Large,A
4670,SD61306,Arizona,5216.91,No,Basic,High School or Below,1/23/11,Employed,M,60861,Rural,Married,66,8.0,82,0,4,Personal Auto,Personal L3,Offer4,Agent,65.43,Four-Door Car,Small,A
4671,AE23906,Arizona,9816.53,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,128.97,Four-Door Car,Medsize,
4672,VV77534,Oregon,13976.52,No,Premium,College,1/26/11,Employed,M,77094,Urban,Married,176,25.0,29,0,5,Personal Auto,Personal L3,Offer3,Call Center,444.47,SUV,Medsize,
4673,OB97365,California,4045.34,No,Premium,High School or Below,2/4/11,Employed,F,77237,Rural,Single,102,6.0,84,0,1,Personal Auto,Personal L2,Offer4,Call Center,197.04,Four-Door Car,Medsize,A
4674,TF56202,California,5032.17,No,Basic,College,2/12/11,Employed,M,66367,Suburban,Divorced,64,6.0,48,0,3,Personal Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,Small,
4675,YV76240,Oregon,10677.25,No,Extended,College,1/4/11,Employed,F,45732,Urban,Married,134,22.0,56,0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.92,SUV,Large,A
4678,ZH42145,Washington,2582.86,No,Basic,High School or Below,2/22/11,Employed,F,50148,Suburban,Married,65,0.0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.49,Four-Door Car,Small,
4679,PO56357,California,5363.53,No,Basic,High School or Below,1/1/11,Employed,F,64604,Urban,Married,67,18.0,71,1,8,Personal Auto,Personal L3,Offer1,Web,272.45,Four-Door Car,Medsize,
4680,OB55054,Oregon,3964.81,No,Extended,Bachelor,1/30/11,Employed,M,88410,Suburban,Single,99,30.0,31,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,475.2,Four-Door Car,Medsize,
4681,KH53118,California,7505.77,No,Basic,Bachelor,2/26/11,Employed,F,44485,Rural,Married,62,5.0,74,0,2,Special Auto,Special L3,Offer1,Agent,79.89,Four-Door Car,Medsize,A
4682,VO43359,,2404.38,,Basic,High School or Below,2/24/11,Employed,M,62488,Urban,Married,62,35.0,47,2,1,Personal Auto,Personal L3,Offer2,Call Center,200.69,Four-Door Car,Medsize,
4683,LV94312,Oregon,4931.5,No,Basic,College,2/14/11,Employed,M,33580,Suburban,Married,62,17.0,77,0,3,Corporate Auto,Corporate L3,Offer1,Agent,315.33,Four-Door Car,Medsize,
4684,SU31072,Washington,4821.16,No,Basic,Bachelor,2/2/11,Employed,M,85756,Rural,Divorced,61,18.0,74,0,3,Personal Auto,Personal L3,Offer4,Branch,117.04,Four-Door Car,Medsize,
4685,ED65109,California,5207.99,No,Basic,College,1/7/11,Employed,F,81839,Rural,Married,65,23.0,39,1,4,Personal Auto,Personal L1,Offer1,Agent,74.67,Four-Door Car,Medsize,A
4686,TA22923,Arizona,4944.24,No,Basic,Master,1/16/11,Employed,M,40463,Suburban,Married,61,17.0,21,0,6,Personal Auto,Personal L3,Offer3,Branch,292.8,Four-Door Car,Small,
4687,KU56071,Oregon,4991.54,No,Basic,College,2/20/11,Employed,F,93416,Urban,Married,62,5.0,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246.25,Two-Door Car,Medsize,A
4688,VM84548,Washington,8819.02,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,A
4689,ZT86224,Nevada,10901.23,No,Extended,Bachelor,2/4/11,Employed,M,72257,Urban,Divorced,90,28.0,61,0,2,Personal Auto,Personal L3,Offer3,Branch,408.42,Four-Door Car,Medsize,
4690,HB99061,,5352.19,,Extended,High School or Below,2/2/11,Employed,F,97742,Rural,Married,132,6.0,52,0,1,Corporate Auto,Corporate L3,Offer4,Branch,199.59,SUV,Medsize,A
4691,YD80815,Arizona,7148.33,No,Basic,Bachelor,1/5/11,Employed,F,51791,Rural,Married,181,10.0,46,1,1,Personal Auto,Personal L3,Offer4,Call Center,422.96,Luxury Car,Medsize,
4692,HH69970,California,6282.08,No,Extended,Bachelor,1/5/11,Employed,F,32311,Urban,Married,79,10.0,23,0,3,Corporate Auto,Corporate L3,Offer1,Agent,207.29,Four-Door Car,Large,A
4696,GU82757,California,4376.36,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18.0,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.04,Four-Door Car,Medsize,A
4697,BG30513,California,25464.82,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1.0,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small,A
4698,IZ67803,California,15445.66,No,Basic,Master,1/28/11,Employed,M,26990,Urban,Married,65,,60,0,2,Personal Auto,Personal L1,Offer3,Agent,297.86,Four-Door Car,Medsize,
4699,KE42114,Nevada,4730.36,No,Basic,Doctor,2/16/11,Medical Leave,M,17250,Urban,Married,62,16.0,90,0,3,Personal Auto,Personal L3,Offer2,Call Center,175.53,Four-Door Car,Medsize,A
4700,LL73047,California,7892.09,No,Basic,High School or Below,1/26/11,Disabled,F,28672,Suburban,Divorced,71,14.0,34,0,2,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,
4701,VX67206,Oregon,27789.69,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.73,Four-Door Car,Medsize,A
4702,JA55700,California,3933.81,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.97,SUV,Medsize,A
4703,HL97125,Nevada,4669.23,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,Small,A
4704,UR42360,California,16979.8,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,,56,0,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small,A
4705,SK67821,Oregon,4932.92,No,Basic,Bachelor,2/13/11,Employed,F,37260,Rural,Married,62,,42,0,8,Corporate Auto,Corporate L1,Offer3,Web,15.44,Four-Door Car,Medsize,
4706,TS31001,Oregon,26243.86,No,Basic,Bachelor,2/2/11,Employed,M,55705,Rural,Divorced,113,8.0,58,0,2,Personal Auto,Personal L3,Offer2,Branch,149.91,SUV,Medsize,A
4707,MV97958,Arizona,2879.63,No,Basic,Bachelor,1/23/11,Employed,F,40525,Rural,Married,73,3.0,27,0,1,Personal Auto,Personal L3,Offer2,Branch,123.79,Four-Door Car,Medsize,
4708,HX41374,California,15234.75,No,Extended,High School or Below,1/14/11,Employed,M,72988,Rural,Married,127,6.0,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.5,SUV,Medsize,
4710,MU97512,Oregon,7398.87,No,Basic,Bachelor,2/2/11,Employed,M,27383,Suburban,Married,188,33.0,25,0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury Car,Medsize,A
4711,WA16954,Arizona,5604.33,No,Basic,Master,2/19/11,Employed,M,20252,Urban,Married,71,0.0,64,0,3,Personal Auto,Personal L3,Offer2,Call Center,198.23,Four-Door Car,Medsize,A
4712,SB44003,Arizona,10484.92,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.45,Four-Door Car,Medsize,A
4713,NE13752,Arizona,8232.76,No,Basic,Bachelor,1/12/11,Employed,M,56021,Urban,Married,69,20.0,38,0,2,Personal Auto,Personal L3,Offer1,Agent,279.51,Four-Door Car,Medsize,A
4714,BG80246,,5570.18,,Basic,College,1/11/11,Disabled,F,22679,Suburban,Married,72,25.0,32,0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small,A
4715,LX15904,Washington,2755.22,No,Basic,High School or Below,1/6/11,Employed,F,39393,Suburban,Married,70,24.0,56,1,1,Special Auto,Special L2,Offer2,Agent,405.88,Four-Door Car,Medsize,
4716,LS51818,California,22217.97,No,Basic,College,2/12/11,Employed,F,37553,Suburban,Single,187,34.0,7,0,2,Personal Auto,Personal L3,Offer3,Agent,897.6,Luxury Car,Small,A
4717,CR20811,California,10660.9,No,Extended,Bachelor,2/24/11,Employed,F,60642,Urban,Married,133,34.0,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.28,SUV,Medsize,
4718,SA45648,California,10628.06,No,Extended,Bachelor,2/18/11,Employed,M,90874,Urban,Married,137,18.0,28,4,3,Personal Auto,Personal L3,Offer1,Call Center,459.79,SUV,Medsize,
4723,XR84971,Oregon,23515.85,No,Extended,Doctor,2/18/11,Employed,F,36537,Rural,Single,85,19.0,4,0,2,Personal Auto,Personal L1,Offer1,Web,165.31,Four-Door Car,Medsize,
4724,NN66592,California,5923.52,No,Basic,Bachelor,2/18/11,Employed,M,73758,Urban,Married,74,24.0,87,0,7,Personal Auto,Personal L2,Offer3,Branch,301.56,Four-Door Car,Medsize,A
4725,VH85817,California,5780.18,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0,8,Personal Auto,Personal L3,Offer2,Call Center,787.99,Four-Door Car,Medsize,A
4726,GP20237,Nevada,2727.08,No,Basic,Bachelor,2/27/11,Employed,F,29286,Suburban,Married,69,5.0,20,1,1,Personal Auto,Personal L3,Offer2,Call Center,496.8,Four-Door Car,Small,
4727,LZ98529,,10382.5,,Basic,High School or Below,2/20/11,Retired,M,11721,Suburban,Divorced,102,2.0,56,2,2,Personal Auto,Personal L2,Offer2,Agent,560.92,SUV,Medsize,
4728,ZN47335,California,10357.51,No,Extended,College,2/16/11,Employed,M,68309,Rural,Divorced,131,4.0,67,0,9,Corporate Auto,Corporate L3,Offer1,Web,306.98,SUV,Small,A
4730,KQ43374,Oregon,4128.09,No,Basic,College,2/19/11,Employed,F,32114,Urban,Married,104,22.0,50,0,1,Corporate Auto,Corporate L3,Offer1,Agent,445.29,SUV,Medsize,
4731,UF93434,Oregon,2548.39,No,Basic,College,2/13/11,Employed,F,22050,Suburban,Divorced,66,,47,0,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medsize,
4732,CX85598,Arizona,5365.98,No,Basic,Bachelor,1/15/11,Employed,M,51240,Urban,Single,70,0.0,37,2,5,Personal Auto,Personal L1,Offer2,Branch,283.85,Four-Door Car,Medsize,A
4733,BL66157,California,3979.72,No,Extended,Bachelor,2/11/11,Employed,F,96413,Suburban,Married,99,3.0,78,0,1,Personal Auto,Personal L2,Offer3,Web,560.05,,,
4736,ZR77995,California,3832.9,No,Extended,College,2/20/11,Employed,M,97729,Rural,Married,95,18.0,21,0,1,Personal Auto,Personal L3,Offer2,Web,97.18,Four-Door Car,Medsize,
4737,RY47606,California,3843.97,No,Extended,Bachelor,1/16/11,Employed,M,43987,Suburban,Married,96,29.0,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medsize,A
4738,PQ46798,California,8300.71,No,Basic,College,1/24/11,Disabled,F,17034,Suburban,Single,113,11.0,40,0,6,Personal Auto,Personal L1,Offer2,Agent,542.4,Sports Car,Medsize,A
4740,BH36973,Oregon,2730.35,No,Basic,College,2/3/11,Employed,F,63401,Urban,Married,68,1.0,18,0,1,Personal Auto,Personal L1,Offer2,Agent,202.94,Four-Door Car,Medsize,A
4741,PB41497,Oregon,2866.78,No,Basic,High School or Below,1/22/11,Employed,M,81763,Suburban,Married,72,22.0,12,1,1,Personal Auto,Personal L3,Offer2,Branch,518.4,Two-Door Car,Small,A
4743,DC31768,Arizona,4783.92,No,Extended,Bachelor,1/29/11,Employed,M,49793,Suburban,Married,121,3.0,55,0,1,Personal Auto,Personal L3,Offer2,Agent,640.84,SUV,Small,
4744,IE15348,Washington,4067.0,No,Basic,High School or Below,1/9/11,Employed,F,28466,Urban,Married,102,33.0,91,0,1,Personal Auto,Personal L3,Offer3,Agent,371.8,,,
4745,FY86121,Oregon,8237.38,No,Basic,College,1/8/11,Employed,M,70882,Rural,Married,69,20.0,50,0,2,Personal Auto,Personal L3,Offer1,Agent,124.38,Four-Door Car,Medsize,
4746,QE50648,Washington,7095.13,No,Premium,High School or Below,1/25/11,Employed,F,74298,Rural,Married,177,9.0,81,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161.54,Sports Car,Medsize,A
4748,DX70966,Nevada,2771.05,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3.0,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.92,Two-Door Car,Medsize,A
4749,NK20941,California,7057.46,No,Extended,High School or Below,2/25/11,Employed,M,52447,Rural,Single,90,5.0,57,0,7,Personal Auto,Personal L3,Offer1,Agent,61.59,Four-Door Car,Medsize,
4752,TA82973,Oregon,7858.11,No,Basic,High School or Below,2/1/11,Employed,F,28937,Rural,Divorced,104,28.0,23,2,6,Personal Auto,Personal L3,Offer1,Call Center,117.96,SUV,Medsize,
4753,TI19394,Oregon,2918.58,No,Basic,College,2/24/11,Employed,M,80714,Suburban,Married,72,18.0,12,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Small,
4755,HC80108,California,2803.8,No,Basic,College,2/18/11,Employed,F,43775,Urban,Married,70,3.0,42,0,1,Personal Auto,Personal L3,Offer2,Call Center,310.74,Four-Door Car,Medsize,A
4756,UI75273,California,7522.07,No,Extended,High School or Below,1/27/11,Employed,F,47727,Suburban,Married,94,25.0,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize,A
4757,OK50159,,4305.79,,Basic,Bachelor,1/6/11,Employed,F,31071,Rural,Single,111,0.0,57,2,1,Personal Auto,Personal L2,Offer2,Call Center,215.23,Sports Car,Small,A
4760,GY88677,Oregon,23675.03,No,Premium,Bachelor,1/29/11,Employed,F,46268,Urban,Married,199,34.0,17,1,2,Personal Auto,Personal L3,Offer1,Agent,842.0,Sports Car,Medsize,A
4761,YF73402,Oregon,2566.4,No,Basic,High School or Below,2/20/11,Employed,M,67778,Urban,Married,64,17.0,17,1,1,Personal Auto,Personal L3,Offer2,Agent,171.29,Four-Door Car,Large,A
4762,CL73599,Arizona,8609.16,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289.04,SUV,Medsize,
4763,TL20040,Oregon,13989.85,No,Basic,College,2/13/11,Employed,M,22354,Suburban,Married,118,27.0,9,0,2,Personal Auto,Personal L1,Offer1,Call Center,775.53,SUV,Small,
4764,XS78545,Oregon,7347.41,No,Basic,College,1/18/11,Employed,F,29491,Suburban,Married,61,26.0,62,0,2,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize,A
4765,JI71369,California,5106.11,No,Basic,College,2/22/11,Employed,F,30110,Rural,Married,64,2.0,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.17,Four-Door Car,Medsize,A
4766,SE47384,California,5526.44,No,Extended,Bachelor,2/6/11,Employed,F,94230,Suburban,Married,137,21.0,82,0,1,Special Auto,Special L3,Offer3,Agent,657.6,SUV,Medsize,A
4767,QT39597,Arizona,2926.83,No,Basic,High School or Below,2/4/11,Employed,M,26242,Urban,Married,74,5.0,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.06,Four-Door Car,Medsize,
4768,KA29693,California,11513.36,No,Basic,College,1/13/11,Medical Leave,M,16266,Suburban,Married,100,11.0,23,0,2,Special Auto,Special L1,Offer2,Web,1177.32,SUV,Medsize,
4770,IO89174,Oregon,7688.02,No,Basic,Bachelor,2/9/11,Employed,F,56680,Suburban,Single,100,9.0,78,2,3,Personal Auto,Personal L3,Offer1,Branch,480.0,SUV,Medsize,A
4772,FM25704,Oregon,2535.27,No,Basic,Bachelor,2/26/11,Employed,M,86933,Urban,Married,63,3.0,64,0,1,Corporate Auto,Corporate L3,Offer3,Agent,269.56,Two-Door Car,Large,
4775,II62831,California,4479.02,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111,12.0,79,1,1,Special Auto,Special L2,Offer4,Web,459.74,SUV,Medsize,
4776,DY87989,Oregon,24127.5,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0,2,Corporate Auto,Corporate L3,Offer1,Agent,511.2,Four-Door Car,Medsize,
4779,XZ62712,Washington,44468.02,No,Extended,High School or Below,1/29/11,Employed,F,32948,Suburban,Single,127,20.0,46,1,2,Personal Auto,Personal L2,Offer1,Call Center,1428.97,SUV,Medsize,A
4780,PZ94551,Oregon,4991.58,No,Extended,Bachelor,2/10/11,Employed,F,56649,Suburban,Married,125,12.0,8,0,1,Special Auto,Special L2,Offer1,Branch,780.09,SUV,Large,A
4781,JU55710,Oregon,3746.75,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14.0,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,19.58,Two-Door Car,Large,
4782,QT39025,Arizona,4582.9,No,Basic,Bachelor,1/18/11,Employed,F,66991,Urban,Married,115,1.0,71,0,1,Personal Auto,Personal L3,Offer2,Branch,399.62,SUV,Medsize,
4783,WG15841,California,2810.46,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4.0,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,
4784,WW99844,Oregon,4944.09,No,Basic,High School or Below,2/7/11,Employed,F,53607,Rural,Married,61,4.0,18,0,9,Personal Auto,Personal L2,Offer3,Web,93.89,Four-Door Car,Medsize,
4786,PO26937,Oregon,8223.16,No,Premium,Bachelor,1/18/11,Employed,M,95102,Rural,Married,101,6.0,73,0,8,Corporate Auto,Corporate L3,Offer3,Web,94.34,Four-Door Car,Medsize,
4787,CW82151,California,8902.74,No,Basic,Bachelor,1/5/11,Employed,M,46833,Rural,Married,112,6.0,3,0,9,Personal Auto,Personal L3,Offer1,Call Center,64.11,Sports Car,Medsize,
4788,KW52549,Arizona,27789.69,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0,2,Personal Auto,Personal L3,Offer2,Web,395.73,Four-Door Car,Medsize,A
4789,BV63942,,9002.41,,Premium,High School or Below,2/7/11,Employed,M,76184,Suburban,Married,111,23.0,19,0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,
4790,HT48275,Oregon,5532.75,No,Basic,Bachelor,1/19/11,Employed,M,91212,Urban,Married,69,9.0,92,0,6,Personal Auto,Personal L3,Offer2,Call Center,270.31,Two-Door Car,Medsize,A
4791,XX12304,California,2924.98,No,Basic,College,1/9/11,Employed,F,64459,Urban,Married,72,16.0,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.26,Four-Door Car,Medsize,
4794,NN40477,Arizona,4280.75,No,Basic,Bachelor,2/9/11,Employed,F,52679,Suburban,Divorced,110,25.0,21,2,1,Personal Auto,Personal L2,Offer2,Branch,528.0,Sports Car,Medsize,
4796,VF21395,Oregon,2652.7,No,Basic,Bachelor,1/1/11,Employed,M,82655,Suburban,Married,66,8.0,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Medsize,
4797,PU73561,Arizona,4196.43,No,Basic,Bachelor,2/14/11,Employed,F,24641,Suburban,Married,105,12.0,82,0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize,A
4798,OQ88395,,4510.54,,Basic,College,2/4/11,Employed,M,84300,Rural,Married,111,13.0,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22,,,A
4799,IN64985,Nevada,6140.24,No,Extended,College,1/26/11,Employed,F,34112,Suburban,Married,77,32.0,68,0,6,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Small,
4801,HW56522,Arizona,19185.07,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,244,4.0,33,0,5,Personal Auto,Personal L3,Offer1,Agent,76.83,Luxury Car,Small,A
4803,JQ35849,California,5360.56,No,Basic,High School or Below,1/21/11,Employed,M,24254,Suburban,Married,68,11.0,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize,
4804,OU50429,California,7524.74,No,Basic,Bachelor,2/4/11,Employed,M,36580,Suburban,Married,64,20.0,76,1,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,
4806,ZB84321,Washington,19690.44,No,Basic,College,1/30/11,Employed,F,36032,Suburban,Divorced,70,11.0,39,0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,A
4808,XS89049,,2822.59,,Basic,College,2/9/11,Disabled,F,25531,Suburban,Married,74,27.0,52,0,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Small,
4809,PG26401,Washington,9191.67,No,Basic,High School or Below,1/24/11,Employed,M,77603,Suburban,Married,114,10.0,83,0,8,Personal Auto,Personal L1,Offer2,Call Center,547.2,SUV,Medsize,
